dataset,scenario,gcm,rcm,variant,version,frequency,variable,year,relative_path,file_name,size_bytes,name_size_sha256
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2065,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20650101000000-20651231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20650101000000-20651231230000.nc,4017580109,53549c15db93d6ed508fad7c10a17a8ac07d131611710141b6fbdc436aa54859
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2066,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20660101000000-20661231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20660101000000-20661231230000.nc,4011808094,c38b4d9bec542e1921fdb807fe1f567e9789b1df810250f060137a18efcf18c8
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2067,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20670101000000-20671231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20670101000000-20671231230000.nc,4015889886,b1c2ec11db3da29677f3de54ce879d0974e92c69c5dab4fd90ae6c33a48f4402
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2068,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20680101000000-20681231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20680101000000-20681231230000.nc,4022073536,820c522022abbfe2117e90cacf03ee3868fcfabd88be53077e2fc25e47ea22fc
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2069,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20690101000000-20691231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20690101000000-20691231230000.nc,4014506111,26682d0d59d318e4686d16d33c0da95a8271798e3e3936df636158bf116e17c3
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2070,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20700101000000-20701231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20700101000000-20701231230000.nc,4016538954,4883078838670e25b9eae21bd220b4aa76a8b052ab6da246f2612d4eb7e3a545
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2071,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20710101000000-20711231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20710101000000-20711231230000.nc,4013148101,147f0855e6873a0c59baac77deb66b3762ec8d72db58b16ad0d84fdef59ab93c
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2072,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20720101000000-20721231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20720101000000-20721231230000.nc,4026502997,2e4b9e5bc56637ebc039db12bf31865fed71624e1bcd5b8005c98c4c55cfa156
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2073,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20730101000000-20731231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20730101000000-20731231230000.nc,4009879299,1ae1811b34bde734c5b588942eb7ad8d47d8109d33010872eab1aec6592166f0
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2074,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20740101000000-20741231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20740101000000-20741231230000.nc,4013117483,eba4bc9a9c509f7aa1a835c68fcf1ffc900dd5a94465bc691e10a33dba87259f
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2075,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20750101000000-20751231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20750101000000-20751231230000.nc,4013981995,003972c9cfe5d71f08426cd6401c0adc39c13a0ed71146e1238c0c358df3b748
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2076,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20760101000000-20761231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20760101000000-20761231230000.nc,4023694588,8af9fddd8086f562b87fa3b9a38c5b6a8c2fc6a5687bd499eef72025fd92d41c
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2077,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20770101000000-20771231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20770101000000-20771231230000.nc,4007453528,fb6110961b7a09522a40ef7c301843860131e365e082ed39e3556a3c7d6f8355
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2078,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20780101000000-20781231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20780101000000-20781231230000.nc,4002715181,2155098353abf853624a3c9e97d13817144c93ab08d03740d7dd2be087d9b89d
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2079,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20790101000000-20791231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20790101000000-20791231230000.nc,4005042438,f3254e3f961ad1938d6a19dbf093b0ed402ee30251b7cfe3a87ca8913fe96537
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2080,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20800101000000-20801231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20800101000000-20801231230000.nc,4015142483,009733ed814b24fdf9c3fc6610b85c916af4497364e932b2b82950f63b423ab5
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2081,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20810101000000-20811231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20810101000000-20811231230000.nc,4006242279,a117be065fb0f7efe5d8090570970ce5f370e82831800aadf85397185d96a650
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2082,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20820101000000-20821231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20820101000000-20821231230000.nc,4003267484,b3a97c6fedabe1d60633786e8ac0536f5180cbc1fc80f6eea038f85b66795ad4
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2083,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20830101000000-20831231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20830101000000-20831231230000.nc,4008812842,19fb889c8c9d403b4dbd9f3a543f54a01bb634b074fc0276b76b4761f33a208b
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2084,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20840101000000-20841231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20840101000000-20841231230000.nc,4018570571,9bbec415fbdffbaad0b94c2112e67e9ba328696537625c013777ab640500209d
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2085,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20850101000000-20851231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20850101000000-20851231230000.nc,4003153325,506b43587969f04475d0add4246e91756e1c0ecde591bfea8cd8e0c8362357e3
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2086,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20860101000000-20861231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20860101000000-20861231230000.nc,4004748139,ff16920d6e3719ef54f695aa8f7efb84378c006eaf0cdcac7ea1970e733193a1
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2087,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20870101000000-20871231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20870101000000-20871231230000.nc,4008460526,23d33ffd47eb212c6b9ded6aac375de1c059a5b773e34bae7a25a31b13887973
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2088,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20880101000000-20881231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20880101000000-20881231230000.nc,4021428417,2917bf5e1ef4c3c6e758edbf593baa2d59fe4677be982cea53e8228909087e18
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2089,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20890101000000-20891231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20890101000000-20891231230000.nc,4011286321,5e51b65dbb8a9da08375374209289a5aa347f88464ac2de138f0c0d67d75a868
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2090,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20900101000000-20901231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20900101000000-20901231230000.nc,4009431931,b91467ef7a0f6e820b85048edcb7b462648d41747cc0870e289a3822abdd1c96
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2091,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20910101000000-20911231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20910101000000-20911231230000.nc,4011295180,2cc6226e9dba04567d6a7442c0c69879cf81412fffca7bc6055c939293c4e2ed
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2092,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20920101000000-20921231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20920101000000-20921231230000.nc,4017742148,34fb29cccbbf55362971e1d7726c255de1c6ba8ee475b20f3afbd30299db4651
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2093,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20930101000000-20931231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20930101000000-20931231230000.nc,3999321822,30caee7aa136c531dec9d863ba7e92d1923800c70378d6a7e184388864a30ddb
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2094,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20940101000000-20941231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20940101000000-20941231230000.nc,4005110224,ab0e5f60dcd29cde1fa4c1bce51cd48e511b5cf85b2fe15f67d108ce29ff072b
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2095,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20950101000000-20951231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20950101000000-20951231230000.nc,4005579380,7dc060efa3e888340aa2aaa52b8df052a646e57d9231c0418577a32323753fcd
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2096,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20960101000000-20961231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20960101000000-20961231230000.nc,4018140137,208c2e5efe9fca6b9e13e374773495ee42a410a08dd3d012f515c4eb5e9f9f7d
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2097,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20970101000000-20971231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20970101000000-20971231230000.nc,4007656786,63bb07cefdc5fe9f0808f2113c40177ebad205f2e8ce107341887dc479ee73d5
CORDEX-CMIP6 CNRM-ESM2-1 / ICON-CLM-202407-1-1 SSP245,SSP245,CNRM-ESM2-1,ICON-CLM-202407-1-1,r1i1p1f2,v1-r1,1hrPt,tas,2098,EUR-12/CLMCOM-BTU/ICON-CLM-202407-1-1/CNRM-ESM2-1/ssp245/r1i1p1f2/v1-r1/1hrPt/tas/tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20980101000000-20981231230000.nc,tas_EUR-12_CNRM-ESM2-1_ssp245_r1i1p1f2_CLMCOM-BTU_ICON-CLM-202407-1-1_v1-r1_1hrPt_20980101000000-20981231230000.nc,4007715996,1b70842057a7081f2e6b8636870e9008834c27cff081703286bfce69eafcd7b8
