ensemble,scenario,driving_model,regional_model,rank,year,hwmid_sum,hwmid_method,country_cells,countries,source_file_name
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,9,2019,8611.15,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,10,2042,8396.378,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,11,2087,8361.165,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,12,2045,8288.381,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,13,2049,8265.6455,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,14,2026,8130.65,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,15,2067,8076.28,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,16,2085,7735.405,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,17,2047,7656.1455,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,18,2096,7553.505,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,19,2073,7460.444,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,20,1961,7447.806,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,1,2091,35876.645,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,2,2060,30944.633,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,3,2099,27422.834,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,4,2080,26550.19,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,5,2089,25327.846,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,6,2098,24076.92,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,7,2094,23395.139,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,8,2100,21590.396,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,9,2024,21317.684,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,10,2092,20498.943,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,11,2081,19577.865,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,12,2068,17218.385,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,13,2053,15807.534,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,14,2097,15705.642,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,15,2063,15649.289,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,16,2096,15369.188,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,17,2093,15257.976,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,18,2095,14433.643,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,19,2084,14242.683,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP85,RCP85,NCC-NorESM1-M,DMI-HIRHAM5,20,2065,13014.716,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
