ensemble,scenario,driving_model,regional_model,rank,year,hwmid_sum,hwmid_method,country_cells,countries,source_file_name
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP45,RCP45,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,20,2089,8046.186,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,1,2094,46789.492,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,2,2093,40336.215,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,3,2081,33566.9,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,4,2095,33519.89,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,5,2015,29927.654,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,6,2097,26569.916,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,7,2068,24845.898,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,8,2056,22844.898,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,9,2085,21501.1,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,10,2084,20363.58,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,11,2071,19645.572,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,12,2074,19187.291,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,13,2019,17827.453,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,14,2055,16709.1,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,15,2061,15992.085,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,16,2089,15575.27,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,17,2042,15498.84,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,18,2058,14654.941,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,19,2027,14403.245,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
IPSL-IPSL-CM5A-MR / IPSL-WRF381P RCP85,RCP85,IPSL-IPSL-CM5A-MR,IPSL-WRF381P,20,2045,13827.48,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,1,2062,22341.527,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,2,2030,19579.527,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,3,2063,19218.338,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,4,2086,17959.06,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,5,2070,16170.593,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,6,2091,15525.489,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,7,2096,14944.503,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,8,2074,14258.445,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,9,2000,13632.468,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,10,2076,12909.369,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,11,2099,12148.726,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,12,2048,11969.933,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,13,2042,11760.814,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,14,2072,11168.997,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,15,2039,10489.448,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,16,2073,10199.184,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,17,2031,9983.623,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,18,2071,9710.666,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,19,2029,9543.818,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP45,RCP45,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,20,2028,9468.344,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,1,2092,57152.09,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,2,2082,50744.855,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,3,2085,41870.56,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,4,2098,41549.434,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,5,2090,39502.58,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,6,2072,37310.883,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,7,2096,33321.777,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,8,2086,31008.078,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,9,2094,30978.662,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,10,2100,29097.68,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,11,2095,29095.936,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,12,2093,24818.79,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,13,2079,24605.58,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,14,2097,24473.027,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,15,2083,23806.438,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,16,2089,23403.074,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,17,2099,23351.506,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,18,2080,22864.295,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,19,2071,21941.857,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
MPI-M-MPI-ESM-LR / CLMcom-CCLM4-8-17 RCP85,RCP85,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,20,2063,19772.213,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1950010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,1,2069,23747.408,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,2,2070,23068.68,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,3,2065,13957.781,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,4,2074,13461.217,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,5,2084,13453.489,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,6,2078,11561.529,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,7,2080,8891.1875,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
NCC-NorESM1-M / DMI-HIRHAM5 RCP45,RCP45,NCC-NorESM1-M,DMI-HIRHAM5,8,2037,8839.11,russo2015-noleap365-v1,1779,Germany+France,tasAdjust_EUR-25_NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_v1-IPSL-CDFT22-ERA5-1980-2018_3hr_1951010100-2100123121.nc
