dataset,country_set,countries,rank,year,hwmid_sum,country_cells,aggregation,hwmid_method
Historical / E-OBS,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,6,2023,19261.408203125,4241,sum,russo2015-noleap365-v1
Historical / E-OBS,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,7,2017,12943.873046875,4241,sum,russo2015-noleap365-v1
Historical / E-OBS,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,8,1994,12615.533203125,4241,sum,russo2015-noleap365-v1
Historical / E-OBS,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,9,2020,12546.9287109375,4241,sum,russo2015-noleap365-v1
Historical / E-OBS,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,10,2012,11824.427734375,4241,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,1,2043,30298.390625,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,2,2070,27049.078125,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,3,2079,21659.88671875,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,4,2065,20741.779296875,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,5,2039,19198.787109375,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,6,2040,19186.6484375,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,7,2041,18729.10546875,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,8,2038,16063.4814453125,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,9,2088,13665.9892578125,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR,Germany+France,10,2086,13475.3115234375,1779,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,1,2039,14598.318359375,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,2,2065,13710.02734375,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,3,2070,13537.2236328125,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,4,2040,12195.94140625,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,5,2043,11126.1689453125,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,6,2098,9146.80859375,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,7,2088,9042.3623046875,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,8,2041,8711.859375,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,9,2095,6490.10888671875,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_only,Germany,10,2086,6461.34130859375,726,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,1,2043,19172.193359375,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,2,2079,17346.03125,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,3,2038,13600.4326171875,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,4,2070,13511.845703125,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,5,2041,10017.2294921875,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,6,2020,8165.8896484375,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,7,2064,7657.83056640625,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,8,2065,7031.7490234375,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,9,2086,7013.974609375,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,FR_only,France,10,2040,6990.69970703125,1053,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,1,2043,38873.56640625,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,2,2070,34218.46875,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,3,2041,28342.607421875,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,4,2039,27479.328125,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,5,2065,26731.658203125,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,6,2079,26167.3671875,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,7,2040,23421.87109375,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,8,2086,20041.568359375,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,9,2088,18794.359375,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,10,2038,18363.32421875,2181,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2043,68740.8359375,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2070,65508.23046875,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2041,64828.33203125,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2039,60711.32421875,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2065,56941.34765625,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2095,56740.5078125,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2079,51392.390625,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,51025.89453125,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2040,49356.69921875,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2088,43001.6875,4410,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2043,57614.76953125,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2041,56116.4140625,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2070,51971.01171875,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2095,50250.43359375,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2079,47078.56640625,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2039,46113.01953125,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2086,44564.59375,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2065,43231.31640625,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2040,37160.73828125,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2038,34555.16015625,3684,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2039,56110.8828125,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2041,54811.109375,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2070,51996.37109375,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2095,50340.8203125,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2065,49909.61328125,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2043,49568.74609375,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2086,44011.92578125,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2040,42366.0078125,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2088,38378.07421875,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2098,34779.5859375,3357,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2043,67614.8203125,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2041,64491.796875,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2070,64439.83203125,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2039,60351.00390625,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2065,56330.53515625,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2095,56318.21875,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2086,50549.84375,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2079,50429.38671875,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2040,48249.11328125,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2088,42666.7265625,4348,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2043,67812.625,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2070,64652.4453125,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2041,64547.48828125,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2039,60208.57421875,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2095,56144.15234375,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2065,56143.4140625,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2079,50912.19921875,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,50507.2734375,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2040,48414.03515625,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2088,42381.5859375,4327,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2043,68675.9609375,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2070,65412.10546875,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2041,64782.73046875,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2039,60687.22265625,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2065,56879.66015625,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2095,56717.43359375,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2079,51319.28515625,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,51002.82421875,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2040,49228.26171875,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2088,42982.58984375,4406,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,1,2043,66914.2890625,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,2,2070,63813.54296875,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,3,2041,61534.8046875,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,4,2039,58874.93359375,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,5,2095,55700.37109375,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,6,2065,55348.88671875,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,7,2079,50140.70703125,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,8,2086,48957.30859375,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,9,2040,48544.7421875,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,10,2088,41883.234375,4324,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,1,2043,64111.5625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,2,2070,62053.82421875,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,3,2041,59171.3359375,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,4,2039,55154.390625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,5,2095,54695.15625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,6,2065,54014.33984375,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,7,2079,49652.84765625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,8,2040,48112.09765625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,9,2086,47545.95703125,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,10,2088,39965.9140625,4243,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,1,2043,59853.3671875,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,2,2070,55495.98828125,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,3,2039,52098.4375,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,4,2095,50691.0546875,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,5,2065,48864.80859375,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,6,2040,46102.9140625,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,7,2041,45069.39453125,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,8,2079,40590.3671875,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,9,2086,39338.9921875,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,10,2098,35722.28125,3851,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,1,2043,62740.0078125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,2,2070,60560.64453125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,3,2041,60061.0703125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,4,2039,58064.69921875,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,5,2065,52428.12890625,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,6,2086,47535.5703125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,7,2040,46722.09375,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,8,2095,45724.4453125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,9,2079,40892.0703125,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,10,2088,36875.72265625,3561,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,1,2043,59413.00390625,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,2,2041,57818.31640625,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,3,2070,51918.9921875,3755,sum,russo2015-noleap365-v1
