dataset,country_set,countries,rank,year,hwmid_sum,country_cells,aggregation,hwmid_method
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,4,2079,48821.80078125,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,5,2039,45282.75390625,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,6,2065,43520.35546875,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,7,2086,38875.17578125,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,8,2038,36858.69140625,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,9,2095,36636.2890625,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_PL,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Czechia,10,2088,35025.4375,3755,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,1,2043,63089.9453125,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,2,2070,62767.55078125,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,3,2041,59878.83203125,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,4,2095,54186.7265625,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,5,2039,54167.4609375,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,6,2065,52742.41796875,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,7,2079,50040.3203125,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,8,2086,47369.49609375,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,9,2040,45425.55859375,4244,sum,russo2015-noleap365-v1
RCP4.5 / IPSL-WRF,WCE_minus_CZ,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland,10,2088,40178.6796875,4244,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,1,2092,57152.08984375,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,2,2082,50744.85546875,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,3,2085,41870.55859375,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,4,2098,41549.43359375,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,5,2090,39502.578125,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,6,2072,37310.8828125,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,7,2096,33321.77734375,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,8,2086,31008.078125,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,9,2094,30978.662109375,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR,Germany+France,10,2100,29097.6796875,1779,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,1,2092,20436.478515625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,2,2082,13782.642578125,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,3,2072,12869.3994140625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,4,2071,11787.9384765625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,5,2090,11711.0380859375,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,6,2083,9792.3603515625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,7,2096,9545.5634765625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,8,2097,8887.240234375,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,9,2080,8430.765625,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_only,Germany,10,2094,8266.30859375,726,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,1,2098,38238.55078125,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,2,2082,36962.22265625,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,3,2092,36715.6015625,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,4,2085,34336.76953125,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,5,2086,28711.068359375,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,6,2090,27791.583984375,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,7,2095,26962.796875,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,8,2072,24441.49609375,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,9,2100,23881.880859375,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,FR_only,France,10,2096,23776.21875,1053,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,1,2092,70282.6640625,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,2,2082,61542.6875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,3,2090,48409.796875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,4,2085,48263.69921875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,5,2098,46623.6796875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,6,2072,46387.8046875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,7,2096,39855.12890625,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,8,2094,37720.2890625,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,9,2086,36606.51171875,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,DE_FR_Benelux_Alps,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria,10,2100,33581.27734375,2181,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,161054.875,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,150895.484375,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,136957.640625,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,130477.5625,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,128393.8671875,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2085,115175.0390625,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2095,113411.8046875,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,107241.2734375,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2100,104416.6953125,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,Western_Central_Europe,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,95192.2109375,4410,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,157744.21875,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,130458.921875,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,125246.6640625,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,120931.9453125,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,114611.2265625,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2095,111278.671875,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2085,107641.1484375,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,104944.1796875,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2100,99200.8671875,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_DE,France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,90523.3203125,3684,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,122816.515625,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,114179.8125,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,109166.1796875,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,106701.2578125,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,91431.6484375,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2095,86449.0,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2085,80838.21875,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2100,80534.8515625,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2086,78530.265625,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_FR,Germany+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,76509.5078125,3357,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,160392.3125,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,149249.140625,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,136246.828125,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,129887.0390625,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,127037.4765625,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2085,114131.578125,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2095,113061.4921875,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,107072.9609375,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2100,104059.3125,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_BE,Germany+France+Netherlands+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,94854.7421875,4348,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,160499.578125,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,148196.53125,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,135984.8125,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,129773.171875,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,126755.1796875,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2085,113892.3203125,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2095,113056.890625,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,107112.234375,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2100,103593.015625,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_NL,Germany+France+Belgium+Luxembourg+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,94792.6640625,4327,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,1,2098,161007.53125,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,2,2092,150803.15625,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,3,2090,136908.53125,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,4,2096,130435.140625,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,5,2082,128331.5546875,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,6,2085,115120.8671875,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,7,2095,113392.59375,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,8,2086,107225.6015625,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,9,2100,104396.21875,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_LU,Germany+France+Belgium+Netherlands+Switzerland+Austria+Italy+Spain+Poland+Czechia,10,2099,95168.2421875,4406,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,1,2098,158561.6875,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,2,2092,147184.65625,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,3,2090,133793.953125,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,4,2096,127976.875,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,5,2082,124901.9296875,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,6,2085,112895.9609375,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,7,2095,111160.2578125,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,8,2086,104726.75,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,9,2100,102216.2109375,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_CH,Germany+France+Belgium+Netherlands+Luxembourg+Austria+Italy+Spain+Poland+Czechia,10,2099,92937.765625,4324,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,1,2098,159739.03125,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,2,2092,145913.46875,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,3,2090,132946.65625,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,4,2096,127782.2578125,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,5,2082,124145.2734375,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,6,2085,113441.3671875,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,7,2095,111949.65625,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,8,2086,104470.3359375,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,9,2100,103335.1015625,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_AT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Italy+Spain+Poland+Czechia,10,2099,92174.5546875,4243,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,1,2098,132693.890625,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,2,2092,125370.953125,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,3,2096,105862.296875,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,4,2082,105728.75,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,5,2085,93359.8671875,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,6,2090,90848.3671875,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,7,2100,85970.4453125,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,8,2095,83925.7890625,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,9,2086,77559.5078125,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_IT,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Spain+Poland+Czechia,10,2072,74978.34375,3851,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,1,2092,113100.015625,3561,sum,russo2015-noleap365-v1
RCP8.5 / MPI-CLM,WCE_minus_ES,Germany+France+Belgium+Netherlands+Luxembourg+Switzerland+Austria+Italy+Poland+Czechia,2,2090,108297.9296875,3561,sum,russo2015-noleap365-v1
